0.510915, 0.10522, 0.523485, 2.47218, 0.000796072, 2.00856, -0.958008, 0.766406, 0.383203, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523486, 2.47218, 0.00079607, 2.00856, -0.958008, 0.766406, 0.383203, -0.0383203, -0.0268242, 0.0881367
0.510915, 0.10522, 0.523486, 2.47218, 0.00079607, 2.00856, -0.958008, 0.766406, 0.287402, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523486, 2.47218, 0.00079607, 2.00856, -0.958008, 0.766406, 0.383203, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523486, 2.47218, 0.00079607, 2.00856, -0.958008, 0.862207, 0.383203, -0.0383203, -0.0268242, 0.0881367
0.510915, 0.10522, 0.523486, 2.47218, 0.00079607, 2.00856, -0.958008, 0.862207, 0.383203, -0.0383203, -0.0268242, 0.0881367
0.510915, 0.10522, 0.523486, 2.47218, 0.00079607, 2.00856, -0.958008, 0.862207, 0.287402, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523486, 2.47219, 0.000796072, 2.00856, -0.958008, 0.766406, 0.383203, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523486, 2.47219, 0.000796072, 2.00856, -0.958008, 0.766406, 0.383203, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523486, 2.47219, 0.000793174, 2.00856, -0.958008, 0.862207, 0.287402, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523485, 2.47219, 0.000793177, 2.00856, -0.958008, 0.766406, 0.287402, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523485, 2.47219, 0.000793177, 2.00856, -0.958008, 0.862207, 0.383203, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523485, 2.47219, 0.000793177, 2.00856, -0.958008, 0.766406, 0.383203, -0.0344883, -0.0268242, 0.0881367
0.510915, 0.10522, 0.523485, 2.47219, 0.000793179, 2.00856, -0.958008, 0.766406, 0.383203, -0.0383203, -0.0268242, 0.0919688
0.510915, 0.10522, 0.523484, 2.4722, 0.000793181, 2.00856, -0.958008, 0.766406, 0.287402, -0.0383203, -0.0268242, 0.0919688
