0.505964,0.033434,0.465963,3.110040,0.727035,1.987160
0.505964,0.033434,0.465963,3.110040,0.727033,1.987160
0.505964,0.033435,0.465963,3.110040,0.727028,1.987160
0.505964,0.033435,0.465962,3.110040,0.727020,1.987161
0.505963,0.033436,0.465961,3.110041,0.727008,1.987161
0.505963,0.033437,0.465960,3.110041,0.726993,1.987162
0.505962,0.033438,0.465959,3.110042,0.726974,1.987163
0.505962,0.033440,0.465958,3.110042,0.726952,1.987164
0.505961,0.033441,0.465956,3.110043,0.726927,1.987165
0.505960,0.033443,0.465954,3.110044,0.726898,1.987166
0.505959,0.033445,0.465952,3.110045,0.726866,1.987167
0.505958,0.033447,0.465950,3.110046,0.726830,1.987169
0.505957,0.033450,0.465948,3.110047,0.726791,1.987171
0.505956,0.033453,0.465945,3.110048,0.726749,1.987172
0.505955,0.033456,0.465942,3.110050,0.726703,1.987174
0.505953,0.033459,0.465939,3.110051,0.726654,1.987177
0.505952,0.033462,0.465936,3.110052,0.726601,1.987179
0.505950,0.033466,0.465932,3.110054,0.726545,1.987181
0.505948,0.033470,0.465929,3.110056,0.726486,1.987184
0.505947,0.033474,0.465925,3.110058,0.726423,1.987186
0.505945,0.033478,0.465921,3.110059,0.726357,1.987189
0.505943,0.033483,0.465916,3.110061,0.726288,1.987192
0.505941,0.033487,0.465912,3.110063,0.726215,1.987195
0.505939,0.033492,0.465907,3.110066,0.726138,1.987199
0.505936,0.033497,0.465902,3.110068,0.726059,1.987202
0.505934,0.033503,0.465897,3.110070,0.725976,1.987206
0.505932,0.033508,0.465891,3.110073,0.725889,1.987210
0.505929,0.033514,0.465886,3.110075,0.725799,1.987213
0.505926,0.033520,0.465880,3.110078,0.725706,1.987217
0.505924,0.033527,0.465874,3.110081,0.725610,1.987222
0.505921,0.033533,0.465868,3.110084,0.725510,1.987226
0.505918,0.033540,0.465861,3.110087,0.725406,1.987230
0.505915,0.033547,0.465854,3.110090,0.725299,1.987235
0.505912,0.033554,0.465848,3.110093,0.725189,1.987240
0.505909,0.033561,0.465840,3.110096,0.725076,1.987245
0.505905,0.033569,0.465833,3.110099,0.724959,1.987250
0.505902,0.033577,0.465826,3.110103,0.724838,1.987255
0.505898,0.033585,0.465818,3.110106,0.724715,1.987260
0.505895,0.033593,0.465810,3.110110,0.724588,1.987266
0.505891,0.033601,0.465802,3.110114,0.724457,1.987271
0.505887,0.033610,0.465793,3.110117,0.724323,1.987277
0.505883,0.033619,0.465785,3.110121,0.724186,1.987283
0.505879,0.033628,0.465776,3.110125,0.724045,1.987289
0.505875,0.033637,0.465767,3.110129,0.723901,1.987295
0.505871,0.033647,0.465758,3.110134,0.723754,1.987302
0.505867,0.033657,0.465748,3.110138,0.723603,1.987308
0.505862,0.033667,0.465739,3.110142,0.723449,1.987315
0.505858,0.033677,0.465729,3.110147,0.723291,1.987322
0.505853,0.033687,0.465719,3.110151,0.723130,1.987329
0.505849,0.033698,0.465709,3.110156,0.722965,1.987336
0.505844,0.033709,0.465698,3.110161,0.722798,1.987343
0.505839,0.033720,0.465688,3.110166,0.722626,1.987350
0.505834,0.033731,0.465677,3.110171,0.722452,1.987358
0.505829,0.033743,0.465666,3.110176,0.722274,1.987365
0.505824,0.033755,0.465654,3.110181,0.722093,1.987373
0.505819,0.033767,0.465643,3.110186,0.721908,1.987381
0.505813,0.033779,0.465631,3.110191,0.721720,1.987389
0.505808,0.033791,0.465619,3.110197,0.721528,1.987397
0.505802,0.033804,0.465607,3.110202,0.721333,1.987406
0.505797,0.033817,0.465595,3.110208,0.721135,1.987414
0.505791,0.033830,0.465582,3.110213,0.720933,1.987423
0.505785,0.033843,0.465569,3.110219,0.720728,1.987432
0.505779,0.033857,0.465556,3.110225,0.720520,1.987441
0.505773,0.033871,0.465543,3.110231,0.720308,1.987450
0.505767,0.033885,0.465530,3.110237,0.720093,1.987459
0.505761,0.033899,0.465516,3.110243,0.719874,1.987468
0.505755,0.033914,0.465502,3.110249,0.719652,1.987478
0.505748,0.033928,0.465488,3.110256,0.719426,1.987487
0.505742,0.033943,0.465474,3.110262,0.719198,1.987497
0.505735,0.033958,0.465460,3.110269,0.718965,1.987507
0.505728,0.033974,0.465445,3.110275,0.718730,1.987517
0.505721,0.033989,0.465430,3.110282,0.718491,1.987527
0.505715,0.034005,0.465415,3.110289,0.718248,1.987538
0.505708,0.034021,0.465400,3.110296,0.718003,1.987548
0.505700,0.034037,0.465385,3.110303,0.717753,1.987559
0.505693,0.034054,0.465369,3.110310,0.717501,1.987569
0.505686,0.034070,0.465353,3.110317,0.717245,1.987580
0.505679,0.034087,0.465337,3.110324,0.716986,1.987591
0.505671,0.034105,0.465321,3.110331,0.716723,1.987603
0.505663,0.034122,0.465304,3.110339,0.716457,1.987614
0.505656,0.034140,0.465288,3.110346,0.716187,1.987625
0.505648,0.034157,0.465271,3.110354,0.715914,1.987637
0.505640,0.034175,0.465254,3.110361,0.715638,1.987649
0.505632,0.034194,0.465236,3.110369,0.715358,1.987660
0.505624,0.034212,0.465219,3.110377,0.715075,1.987672
0.505616,0.034231,0.465201,3.110385,0.714789,1.987685
0.505607,0.034250,0.465183,3.110393,0.714499,1.987697
0.505599,0.034269,0.465165,3.110401,0.714206,1.987709
0.505591,0.034288,0.465147,3.110409,0.713909,1.987722
0.505582,0.034308,0.465128,3.110418,0.713609,1.987735
0.505573,0.034328,0.465110,3.110426,0.713306,1.987747
0.505564,0.034348,0.465091,3.110434,0.712999,1.987760
0.505556,0.034368,0.465072,3.110443,0.712689,1.987773
0.505547,0.034389,0.465052,3.110452,0.712375,1.987787
0.505538,0.034410,0.465033,3.110460,0.712058,1.987800
0.505528,0.034431,0.465013,3.110469,0.711738,1.987814
0.505519,0.034452,0.464993,3.110478,0.711414,1.987827
0.505510,0.034473,0.464973,3.110487,0.711087,1.987841
0.505500,0.034495,0.464953,3.110496,0.710757,1.987855
0.505491,0.034517,0.464932,3.110505,0.710423,1.987869
0.505481,0.034539,0.464912,3.110514,0.710085,1.987883
0.505471,0.034562,0.464891,3.110524,0.709745,1.987897
0.505461,0.034584,0.464869,3.110533,0.709401,1.987912
0.505451,0.034607,0.464848,3.110542,0.709053,1.987927
0.505441,0.034630,0.464827,3.110552,0.708702,1.987941
0.505431,0.034653,0.464805,3.110562,0.708348,1.987956
0.505421,0.034677,0.464783,3.110571,0.707990,1.987971
0.505410,0.034701,0.464761,3.110581,0.707629,1.987986
0.505400,0.034725,0.464739,3.110591,0.707265,1.988001
0.505389,0.034749,0.464716,3.110601,0.706897,1.988017
0.505378,0.034773,0.464693,3.110611,0.706526,1.988032
0.505368,0.034798,0.464670,3.110621,0.706151,1.988048
0.505357,0.034823,0.464647,3.110631,0.705773,1.988064
0.505346,0.034848,0.464624,3.110642,0.705392,1.988080
0.505335,0.034873,0.464600,3.110652,0.705007,1.988096
0.505323,0.034899,0.464577,3.110662,0.704619,1.988112
0.505312,0.034925,0.464553,3.110673,0.704228,1.988128
0.505301,0.034951,0.464529,3.110684,0.703833,1.988145
0.505289,0.034977,0.464505,3.110694,0.703434,1.988161
