0.548514,-0.120899,0.23922,3.141593,0,1.570796
0.548515,-0.1209,0.239221,3.141593,-0.000003,1.570796
0.548516,-0.120902,0.239223,3.141593,-0.000013,1.570796
0.548519,-0.120907,0.239227,3.141593,-0.000028,1.570796
0.548522,-0.120913,0.239231,3.141593,-0.00005,1.570796
0.548527,-0.120921,0.239237,3.141593,-0.000078,1.570796
0.548532,-0.120931,0.239245,3.141593,-0.000113,1.570796
0.548539,-0.120942,0.239254,3.141593,-0.000154,1.570796
0.548547,-0.120955,0.239264,3.141593,-0.000201,1.570796
0.548555,-0.12097,0.239275,3.141593,-0.000254,1.570796
0.548565,-0.120987,0.239288,3.141593,-0.000314,1.570796
0.548576,-0.121005,0.239303,3.141593,-0.00038,1.570796
0.548588,-0.121026,0.239318,3.141593,-0.000452,1.570796
0.5486,-0.121048,0.239335,3.141593,-0.000531,1.570796
0.548614,-0.121071,0.239354,3.141593,-0.000615,1.570796
0.548629,-0.121097,0.239374,3.141593,-0.000706,1.570796
0.548645,-0.121124,0.239395,3.141593,-0.000804,1.570796
0.548662,-0.121153,0.239418,3.141593,-0.000907,1.570796
0.54868,-0.121184,0.239442,3.141593,-0.001017,1.570796
0.548699,-0.121216,0.239467,3.141593,-0.001134,1.570796
0.54872,-0.12125,0.239494,3.141593,-0.001256,1.570796
0.548741,-0.121286,0.239522,3.141593,-0.001385,1.570796
0.548763,-0.121324,0.239552,3.141593,-0.00152,1.570796
0.548787,-0.121363,0.239583,3.141593,-0.001661,1.570796
0.548812,-0.121404,0.239616,3.141593,-0.001809,1.570796
0.548837,-0.121446,0.23965,3.141593,-0.001962,1.570796
0.548864,-0.12149,0.239686,3.141593,-0.002123,1.570796
0.548848,-0.121464,0.239664,3.141593,-0.002289,1.570796
0.548819,-0.121416,0.239626,3.141593,-0.002462,1.570796
0.548789,-0.121366,0.239586,3.141593,-0.002641,1.570796
0.548758,-0.121315,0.239546,3.141593,-0.002826,1.570796
0.548727,-0.121262,0.239504,3.141593,-0.003018,1.570796
0.548694,-0.121208,0.23946,3.141593,-0.003215,1.570796
