0.510918, 0.105218, 0.523479, 2.47221, 0.000797741, 2.00856, -0.862207, 0.574805, 0.766406, -0.0536484, -0.0421523, 0.0958008, 
0.510918, 0.105218, 0.52348, 2.47221, 0.000792565, 2.00856, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510918, 0.105218, 0.52348, 2.4722, 0.00079546, 2.00856, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510919, 0.105218, 0.523477, 2.47221, 0.000795464, 2.00856, -0.766406, 0.670605, 0.766406, -0.0536484, -0.0459844, 0.0996328, 
0.510919, 0.105219, 0.523478, 2.4722, 0.000792564, 2.00856, -0.862207, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510919, 0.105219, 0.523478, 2.4722, 0.00079484, 2.00857, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.51092, 0.105218, 0.523478, 2.4722, 0.000797736, 2.00856, -0.670605, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.51092, 0.105218, 0.523478, 2.4722, 0.000797736, 2.00856, -0.670605, 0.670605, 0.766406, -0.0536484, -0.0459844, 0.0996328, 
0.510919, 0.105219, 0.523478, 2.4722, 0.000792562, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510919, 0.105219, 0.523478, 2.4722, 0.000792562, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.51092, 0.105218, 0.523478, 2.4722, 0.00079546, 2.00856, -0.766406, 0.670605, 0.862207, -0.0498164, -0.0421523, 0.0958008, 
0.51092, 0.105218, 0.523478, 2.4722, 0.000797736, 2.00856, -0.670605, 0.670605, 0.766406, -0.0536484, -0.0459844, 0.0958008, 
0.510919, 0.105219, 0.523478, 2.4722, 0.00079484, 2.00857, -0.670605, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510919, 0.105219, 0.523478, 2.4722, 0.00079484, 2.00857, -0.862207, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510919, 0.105219, 0.523477, 2.47221, 0.000794842, 2.00857, -0.862207, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510919, 0.105218, 0.523475, 2.47221, 0.000795466, 2.00856, -0.670605, 0.670605, 0.766406, -0.0536484, -0.0459844, 0.0996328, 
0.510919, 0.105219, 0.523475, 2.47221, 0.00079257, 2.00856, -0.670605, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510919, 0.105219, 0.523474, 2.47222, 0.000792572, 2.00856, -0.862207, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510919, 0.105219, 0.523474, 2.47222, 0.000792572, 2.00856, -0.670605, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510919, 0.105218, 0.523473, 2.47223, 0.000797751, 2.00856, -0.766406, 0.670605, 0.766406, -0.0536484, -0.0459844, 0.0996328, 
0.510919, 0.105219, 0.523473, 2.47223, 0.000794855, 2.00857, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510919, 0.105219, 0.523472, 2.47224, 0.000794859, 2.00857, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0459844, 0.0919688, 
0.510918, 0.105218, 0.523472, 2.47224, 0.000792586, 2.00856, -0.862207, 0.574805, 0.862207, -0.0536484, -0.0459844, 0.0919688, 
0.510918, 0.105218, 0.523471, 2.47225, 0.00079549, 2.00856, -0.862207, 0.574805, 0.766406, -0.0536484, -0.0421523, 0.0958008, 
0.510918, 0.105218, 0.523468, 2.47227, 0.000794879, 2.00857, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510917, 0.105218, 0.523466, 2.47228, 0.000794888, 2.00857, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510917, 0.105218, 0.523463, 2.47231, 0.000794903, 2.00857, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0919688, 
0.510917, 0.105217, 0.523458, 2.47234, 0.000797821, 2.00856, -0.766406, 0.670605, 0.766406, -0.0536484, -0.0459844, 0.0996328, 
0.510917, 0.105217, 0.523452, 2.47239, 0.000795571, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510916, 0.105217, 0.523445, 2.47244, 0.000792703, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510916, 0.105217, 0.523437, 2.47249, 0.000792736, 2.00856, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510915, 0.105217, 0.523429, 2.47255, 0.000795046, 2.00857, -0.862207, 0.670605, 0.766406, -0.0536484, -0.0459844, 0.0996328, 
0.510914, 0.105216, 0.523419, 2.47262, 0.000797986, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0996328, 
0.510914, 0.105216, 0.52341, 2.47269, 0.000795128, 2.00857, -0.670605, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510913, 0.105216, 0.523398, 2.47277, 0.000795173, 2.00857, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0459844, 0.0919688, 
0.510912, 0.105215, 0.523387, 2.47285, 0.000792945, 2.00856, -0.766406, 0.574805, 0.766406, -0.0536484, -0.0459844, 0.0958008, 
0.510911, 0.105214, 0.523378, 2.47292, 0.000795891, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.51091, 0.105214, 0.523366, 2.47301, 0.000795941, 2.00856, -0.766406, 0.670605, 0.862207, -0.0498164, -0.0459844, 0.0958008, 
0.510909, 0.105214, 0.523355, 2.47309, 0.000795362, 2.00857, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510908, 0.105214, 0.523347, 2.47315, 0.000795397, 2.00857, -0.766406, 0.670605, 0.766406, -0.0536484, -0.0421523, 0.0996328, 
0.510907, 0.105213, 0.523331, 2.47326, 0.000795464, 2.00857, -0.862207, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0996328, 
0.510907, 0.105212, 0.52332, 2.47334, 0.000796138, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
0.510905, 0.105212, 0.523308, 2.47343, 0.000793291, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510904, 0.105212, 0.523298, 2.4735, 0.000793331, 2.00856, -0.766406, 0.670605, 0.862207, -0.0536484, -0.0459844, 0.0958008, 
0.510903, 0.105211, 0.523288, 2.47357, 0.000793374, 2.00856, -0.766406, 0.574805, 0.862207, -0.0536484, -0.0459844, 0.0919688, 
0.510903, 0.105211, 0.523276, 2.47365, 0.000793424, 2.00857, -0.862207, 0.574805, 0.862207, -0.0536484, -0.0421523, 0.0958008, 
